OccNo,OccClass,OccType,OccDate,OccTime,Province,Location,NearestLocationLongitude,NearestLocationLatitude,RegionOcc,RegionResponsible,PipelineOperator,FacilityName,FacilityType,PipelineName,PipelineType,ComponentAffected,ProductCarried,TypeOfProduct,DetectionMethod,LandUseType,EntityInvolved,HazardType,ThreatToPipeline,QuantityLost,QuantityRecovered,OccSummary,Fire,Explosion,ProductReleasedIndicator,ProductReleased,InterruptionOfPipelineOperations,Rupture,OperatedBeyondLimits,ProductLeftCoPropertyROW,TerrainEnvironmentalHazard,TSBDeployed,SignificantEnvironmentalImpact,ReportedDate,ReportedTime,TotalSeriousInjuries,TotalFatalInjuries
P06H0024,5,Incident,5/15/2006,18:25:00,British Columbia,Burnaby,-122.95,49.26666667,Head Office,HEAD OFFICE,Trans Mountain Pipeline Ulc,0,0,Mainline,Transmission Line,Electrical Component,0,0,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,KINDER MORGAN CANADA PERSONNEL REPORTED A PRECAUTIONARY SHUTDOWN OF THE TERRASEN (FORMERLY TRANSMOUNTAIN MAINLINE) BETWEEN SUMAS AND BURNABY BC. THE EDMONTON CONTROL CENTER PERSONNEL NOTICED A VARIATION IN INSTRUMENTATION BETWEEN THE OUTPUT FLOW AND THE INPUT FLOW. THE VARIATION WAS DUE TO AN INSTRUMENTATION PROBLEM WHICH HAS NOW BEEN CORRECTED.,False,False,False,0,False,0,True,0,0,False,False,5/15/2006,23:45:00,0,0
P06H0025,5,Incident,5/10/2006,12:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,"12"" Maxhamish",Gathering Line,0,0,0,3rd Party / Other Company,Marginal Land,0,0,0,0.0,0.0,ENCANA GAS FACILITY (PROVINCIALLY REGULATED FACILITIES) PERSONNEL REPORTED TO DUKE ENERGY THAT WHILE PIGGING THEIR LINE THE PLANT HAD SHUT DOWN  AND WENT TO FLARE. SPARKS FROM THE FLARE STACK IGNITED DUKE ENERGY RIGHT OF WAY. THE FIRE WAS EXTNGUISHED BY ENCANA PERSONNEL. NO INJURIES REPORTED. ,True,False,False,0,False,0,0,0,0,False,False,5/12/2006,17:00:00,0,0
P06H0026,5,Incident,6/5/2006,10:30:00,Saskatchewan,Steelman,-102.6,49.3,Head Office,HEAD OFFICE,Tundra Energy Marketing Limited,Steelman Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"A LOCK-OUT PROCEDURE HAD BEEN DEVELOPED TO CHANGE THE SERVICE OF TANK 20-21 AND TO TAKE TANK 20-22 OUT OF SERVICE. ON THE DAY OF THE EVENT, THE FIELD DECIDED TO SPEED UP THE PROCESS BY CLOSING ADDITIONAL VALVES BUT DID NOT REVISE THE PROCEDURE TO REFLECT THOSE CLOSURES. THE STATUS OF THOSE VALVES WAS NOT DISPLAYED TO THE CONTROL CENTRE. TOWARDS THE END OF THE PROCEDURE, A COMMUNICATIONS ERROR BETWEEN THE CONTROL CENTRE AND THE FIELD RESULTED IN THE START OF A DELIVERY AGAINST A CLOSED VALVE.  AN OVER-PRESSURE SITUATION OCCURRED WITHIN THE TERMINAL PIPING AND RESULTED IN FAILURES OF: A METER SEAL  AT THE TRUCK LOADING FACILITY; A BOOSTER PUMP SEAL; AND A FLANGE GASKET; AND A CRACKED BONNET ON THE 3-WAY VALVE THAT DIRECTS FLOW FROM THE INCOMING PIPELINE FROM MIDALE TO THE TANKS AT STEELMAN. AN ENGINEERING ASSESSMENT OF THE PIPING AND FLANGES INDICATED THAT NONE WERE AFFECTED BY THE OVERPRESSURE SITUATION. ANY GASKETS, STUDS, NUTS AND VALVES AFFECTED BY THE OVERPRESSURE WILL BE REPLACED.   APPROXIMATELY .5 CUBIC METRES OF CRUDE OIL WAS RELEASED. AN ADDITIONAL RELIEF SYSTEM WILL BE INSTALLED TO PREVENT THE OCCURRENCE OF AN INCOMING OVERPRESSURE SITUATION. ",False,False,True,Crude Oil,False,0,True,0,0,False,True,6/5/2006,18:30:00,0,0
P06H0005,5,Incident,2/23/2006,14:30:00,Ontario,Mississauga,-79.65,43.58333333,Head Office,HEAD OFFICE,Trans-Northern Pipelines Inc.,0,0,Loop Nps 20,Transmission Line,0,Refined Products,LVP,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,TRANS-NORTHERN EMPLOYEES NOTICED AN AREA OF STAINED VEGETATION  ON THE PIPELINE RIGHT-OF-WAY AND NOTIFIED LINE CONTROL. THE LINE WAS SHUT DOWN AND THE PIPELINE WAS EXCAVATED. METALLURGICAL TESTING CONFIRMED THAT A CRACK HAD INITIATED AT A SHALLOW CORROSION PIT IN THE CENTRE OF A SMOOTH DENT AT THE 6 O'CLOCK POSITION ON THE PIPE AND HAD GROWN TO THROUGH WALL. CRACK INITIATION AND GROWTH WAS PROBABLY DUE TO CYCLIC FATIGUE RESULTING FROM NORMAL OPERATING PRESSURE FLUCTUATIONS. TNPL SUSPECTS THAT THE PIPE MAY HAVE BEEN RESTING ON A ROCK SINCE CONSTRUCTION IN 1974  RESULTING IN THE DENT AND DAMAGE TO THE PIPE COATING. NO ANOMALIES AT THE LEAK SITE HAD BEEN NOTED FROM THE 2004 MFL IN-LINE INSPECTION.,False,False,True,Refined Products,True,0,0,0,0,False,False,2/24/2006,09:45:00,0,0
P06H0028,5,Incident,5/23/2006,05:00:00,British Columbia,Taylor,0.0,0.0,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Mcmahon Gas Plant,Gas Processing Plant,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"THE 3/4"" NIPPLE CONNECTED TO THE MAIN GAS OUTLET LINE FROM THE #1 TRIETHYLENE GLYCOL CONTACTOR GAS LINE CRACKED. PRIOR TO THE FAILURE, THE NIPPLE WAS SUPPORTING TWO PRESSURE SAFETY VALVES IN A ""T"" CONFIGURATION. DUKE DETERMINED THAT THE NIPPLE FAILED DUE TO VIBRATION AND INSUFFICIENT STRUCTURAL SUPPORT OF THE PSVS. THE NIPPLE WAS REPLACED AND PIPE SUPPORTS WERE INSTALLED ON EACH SIDE OF THE PSVS.",False,False,True,Natural Gas,False,0,0,0,0,False,False,5/23/2006,17:35:00,0,0
P06H0029,5,Incident,6/14/2006,07:00:00,British Columbia,Chetwynd,0.0,0.0,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Pine River Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"DUKE ENERGY REPORTED A RELEASE OF MOLTEN SULPHUR FROM THE RUN DOWN PIPE AT PINE RIVER GAS PLANT. APPROXIMATELY 5300 KG OF PRODUCT WAS RELEASED AND SOLIDIFIED ON CONTACT WITH THE SOIL. DUKE ENERGY REPORTED THAT THE TEMPERATURE OF THE HEATING MEDIUM HAD DROPPED SUFFICIENTLY TO ALLOW THE SULPHUR IN THE RUNDOWN PIPING TO FREEZE OFF. THE SULPHUR THAN BACKED UP INTO THE #1 CONDENSOR AND OVERFLOWED ONTO THE GROUND. CLEAN UP CREWS RESPONDING. WHEN THE PIPING WAS CLEAR, THE RUNDOWNS WERE PUT BACK INTO SERVICE.",False,False,True,Other,False,0,0,0,0,False,False,6/14/2006,19:10:00,0,0
P06H0030,5,Incident,7/7/2006,16:00:00,British Columbia,Chetwynd,0.0,0.0,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Pine River Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"WHILE RESTARTING TRAIN ""A"" AT THE SULPHUR PLANT, DUKE OFFICIALS REPORTED THE SULPHUR RUNDOWN PIPING FROZE OFF, RESULTING IN A BACK UP AND OVERFLOW OF APPROXIMATELY 1000 KG OF MOLTEN SULPHUR ONTO THE GROUND. THE SOLIDIFIED SULPHUR HAS BEEN CLEANED UP AND RECOVERED. THE RUNDOWN PIPING HAS BEEN CLEANED OUT AND PUT BACK INTO SERVICE. ",False,False,True,Other,False,0,0,0,0,False,False,7/7/2006,04:23:00,0,0
P06H0031,5,Incident,7/8/2006,20:00:00,British Columbia,Chetwynd,0.0,0.0,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Sulphur Pipeline,Transmission Line,Pipe / Piping,Other - Liquid,OTHER,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,"THE PINE RIVER GAS PLANT WAS STRUCK BY LIGHTNING ON JULY 3, 2006. ALL POWER TO THE PLANT AND THE HEAT TRACING SYSTEM FOR THE SULPHUR PIPELINE WAS LOST AND THE SULPHUR IN THE PIPELINE SOLIDIFIED. ON JULY 6, THE PLANT WAS RESTARTED AND THE PROCEDURE TO REMELT THE SOLIDIFIED SULPHUR IN THE PIPELINE WAS BEGUN. AT 200O MST ON JULY 8, DUKE EMPLOYEES NOTICED A SULPHUR LEAK OF APPROXIMATELY 1300 KG AT THE GASKET ON THE DOWNSTREAM FLANGE OF THE ESD AT KM 0. VALVES WERE SHUT, THE GASKET WAS REPLACED AND THE REMELT WAS CONTINUED. AT APPROXIMATELY 0200 ON JULY 9, RUPTURES OCCURRED AT KMS 2.3 AND 2.8 ON THE SULPHUR PIPELINE (RELEASES OF APPROXIMATELY 0.4 CUBIC METRES AND 1870 KG, RESPECTIVELY). THE LINEBREAK VALVES WERE CLOSED, THE HEAT TRACING WAS SHUT OFF AND ISOLATED AND THE PIPELINE WAS BLINDED ON THE UPSTREAM SIDE. TSB (HEAD OFFICE) INVESTIGATOR DEPLOYED.",False,False,True,Other - Liquid,False,0,0,0,0,True,False,7/9/2006,14:00:00,0,0
P06H0032,5,Accident,6/4/2006,15:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Fort Nelson Gas Plant,Gas Processing Plant,0,0,0,0,0,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"THE GAS PLANT EXPERIENCED A LOSS OF POWER RESULTING IN AN AUTOMATIC SHUT IN. THE INLET PRESSURES REACHED THE HIGH PRESSURE SETPOINT TRIGGERING AN AUTOMATIC BYPASS AND VENT TO FLARE. THE FLAMES EXTENDED PAST THE CONFINES OF THE PIT AND THE DEAD GRASS IN THE SURROUNDING AREA CAUGHT FIRE. THE FIRE WAS EXTINGUISHED. THE ESTIMATED DURATION OF THE FLARING WAS 10-15 MINUTES AND APPROXIMATELY 310,000 STANDARD CUBIC FEET OF RAW GAS WAS FLARED. ",True,False,False,0,False,0,True,0,0,False,False,6/30/2006,12:00:00,0,0
P06H0033,5,Incident,4/1/2006,12:00:00,Manitoba,Cromer,-101.235,49.73138889,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Cromer Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL COMING FROM A FAILED SEAL ON A SENDING TRAP DOOR ON LINE 2. APPROXIMATELY 1.3 CUBIC METRES OF CRUDE WAS RELEASED AND 0.6 CUBIC METRES WAS RECOVERED. THE SEAL WAS REPLACED BUT A LEAK OCCURRED AGAIN ON THE SENDING TRAP DOOR ON MAY 4. THE SENDING TRAP HAS BEEN REMOVED.,False,False,True,Crude Oil,False,0,0,0,0,False,False,7/18/2006,12:00:00,0,0
P06H0034,5,Incident,5/15/2006,12:00:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Kerrobert Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL WHEN A GRADALL HOOKED A 1 INCH LINE ON THE LINE 4 SUMP PUMP AND PULLED IT OFF. APPROXIMATELY 0.318 CUBIC METRES OF CRUDE WAS RELEASED AND ALL THE PRODUCT WAS RECOVERED. THE LINE HAS BEEN REPAIRED. ,False,False,True,Crude Oil,False,0,0,0,0,0,False,7/18/2006,12:00:00,0,0
P06H0035,5,Incident,5/23/2006,12:00:00,Saskatchewan,Herschel,-108.35,51.63333333,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Herschel Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL FROM 3/4 INCH FITTINGS ON A PRESSURE TRANSMITTER LINE ON LINE 4. APPROXIMATELY 0.15 CUBIC METRES OF CRUDE WAS RELEASED AND ALL PRODUCT WAS RECOVERED. THE FITTINGS WERE TIGHTENED. ,False,False,True,Crude Oil,False,0,0,0,0,0,False,7/18/2006,12:00:00,0,0
P06H0036,5,Incident,6/15/2006,12:00:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Kerrobert Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL FROM THE VALVE STEMS ON 3 VALVES ON CROSSOVER BETWEEN LINES 2 AND 3. APPROXIMATELY 0.16 CUBIC METRES OF PRODUCT WAS RELEASED. THE CRUDE OIL HAS BEEN CLEANED UP AND THE VALVE PACKING REPLACED. ,False,False,True,Crude Oil,False,0,0,0,0,False,False,7/18/2006,12:00:00,0,0
P06H0037,5,Incident,6/26/2006,12:00:00,Saskatchewan,Glenavon,-103.13333333,50.2,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Glenavon Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL FROM FLANGES ON A 16 INCH CHECK VALVE ON LINE 3. APPROXIMATELY 0.15 CUBIC METRES OF CRUDE WAS RELEASED. THE AREA HAS BEEN CLEANED UP AND THE FLANGES REPAIRED. ,False,False,True,Crude Oil,False,0,0,0,0,False,False,7/18/2006,12:00:00,0,0
P06H0038,5,Incident,6/27/2006,12:00:00,Saskatchewan,Regina,-104.61666667,50.45,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Regina Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"ENBRIDGE PERSONNEL REPORTED A MINOR LEAK OF CRUDE OIL FROM THE ""O"" RING ON THE FLAPPER SHAFT COVER OF A CHECK VALVE ON LINE 1. APPROXIMATELY 0.16 CUBIC METRES OF PRODUCT WAS RELEASED AND 0.08 CUBIC METRES WAS RECOVERED. THE AREA HAS BEEN CLEANED UP AND THE ""O"" RING REPLACED. ",False,False,True,Crude Oil,False,0,0,0,0,False,False,7/18/2006,12:00:00,0,0
P06H0002,5,Incident,1/16/2006,0,Quebec,Les Cèdres,-75.86666667,45.4,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 148,Compressor Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"THE RELIEF VALVE ON THE FIRST STAGE REGULATOR ON THE UTILITY GAS PIPING OPENED AND VENTED GAS FOR APPROXIMATELY 12 HOURS. AN EMPLOYEE ISOLATED THAT PORTION OF THE RUN AND STOPPED THE RELEASE OF GAS. THE BODY VENT HAD BECOME BLOCKED WITH ICE, POSSIBLY BECAUSE TEMPERATURES HAD BEEN MILD FOLLOWED BY DROP TO -20C. THE DIAPHRAGM THEN RUPTURED AND GAS VENTED. ",False,False,True,Natural Gas,False,0,0,0,0,False,False,1/17/2006,00:00:00,0,0
P06H0027,5,Incident,5/30/2006,15:00:00,Ontario,Earlton,-79.81666667,47.71666667,Head Office,HEAD OFFICE,Champion Pipe Line Corporation Limited,0,0,Mainline Pipeline,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,"WHILE CONDUCTING A REGULAR INSPECTION USING A NATURAL GAS DETECTOR, A SMALL PIN HOLE LEAK OF NATURAL METHANE GAS WAS DETECTED. THE LEAK WAS DISCOVERED ON A FIELD WELD ON THE 8 INCH STEEL PIPE WITH A 5000 KPA OF OPERATING PRESSURE. THE AREA WILL BE EXCAVATED AND PARTICLE TESTING WILL BE PERFORMED, AFTER WHICH XRAYS WILL BE TAKEN. NO EVACUATIONS OR INJURIES REPORTED. A PLIDCO SLEEVE WAS USED AS A TEMPORARY REPAIR. THE SECTION OF LINE WILL BE REPLACED IN 2007.",False,False,True,Natural Gas,False,0,0,0,0,False,False,5/31/2006,14:00:00,0,0
P06H0041,5,Incident,7/22/2006,12:00:00,British Columbia,Fort St. John,-120.85,56.25,Head Office,HEAD OFFICE,Alliance Pipeline Ltd.,0,0,Fort St. John Lateral Nps 24,Gathering Line,Pipe / Piping,0,0,Employee / Contractor (Onsite),Marginal Land,3rd Party - Other,0,0,0.0,0.0,ALLIANCE OFFICIALS REPORTED DISCOVERING A GOUGE ON THEIR 24 INCH PIPELINE WHEN THE 24 INCH LINE WAS EXPOSED TO PERMIT A CROSSING WITH A 4 INCH PIPELINE.  IT IS UNKNOWN AT THIS TIME HOW THE PIPELINE SUSTAINED THE DAMAGE. NO LOSS OF PRODUCT REPORTED.  THE INTEGRITY OF THE PIPELINE WAS NOT COMPROMISED. THE COATING WAS REPAIRED AND THE TRENCH WAS BACKFILLED.,False,False,False,0,False,0,0,0,0,False,False,8/10/2006,08:06:00,0,0
P06H0042,5,Incident,7/28/2006,08:30:00,British Columbia,Kobes,-121.65,56.63888889,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Booster Station 3,Compressor Station,0,0,0,Sour Gas,GAS,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,A 3/8 INCH PIECE OF TUBING ATTACHED TO THE RELIEF VALVE OF THE #2 COMPRESSOR CRACKED RELEASING SOUR GAS TO ATMOSPHERE. APPROXIMATELY 4722 SCF WAS RELEASED. NO INJURIES REPORTED. THE VALVE HAD JUST BEEN RE-INSTALLED FOLLOWING A YEARLY RECERTIFICATION. THE TUBING HAD BEEN VISUALLY EXAMINED PRIOR TO RE-CONNECTING IT TO THE RELIEF VALVE BUT NO DEFECTS HAD BEEN NOTED. DUKE WILL ENSURE THAT SIMILAR TUBING WILL BE MORE CLOSELY EXAMINED PRIOR TO RECONNECTING IT FOLLOWING VALVE RECERTIFICATION.,False,False,True,Sour Gas,True,0,0,0,0,False,False,7/31/2006,16:10:00,0,0
P06H0043,5,Incident,8/31/2006,03:46:00,Alberta,Edmonton,-113.46666667,53.55,Edmonton,HEAD OFFICE,Alliance Pipeline Ltd.,Morinville Compressor Station,Compressor Station,0,0,0,Natural Gas,GAS,LEAK DETECTION,Station Property,0,0,0,0.0,0.0,AT 0346 THE STATION RELIEF VALVE PREMATURELY RELIEVED PRESSURE BELOW ITS SET POINT.  LINE PRESSURE WAS REDUCED TO STOP RELEASE. THE PILOT OUTLET SEAL HAD BEEN DAMAGED RESULTING IN THE RELIEF VALVE OPENING AT LOWER THAN SET PRESSURE. NO OBVIOUS CAUSES FOR DAMAGE TO THE PILOT OUTLET SEAL WERE FOUND. THE VALVE WAS REPAIRED AND RETURNED TO SERVICE.,False,False,True,Natural Gas,False,0,True,0,0,False,False,8/31/2006,13:50:00,0,0
P06H0008,5,Incident,2/28/2006,19:41:00,Ontario,Oakville,-79.68333333,43.45,Head Office,HEAD OFFICE,Trans-Northern Pipelines Inc.,0,0,Mainline,Transmission Line,0,0,0,SCADA,Station Property,0,0,0,0.0,0.0,"THE OAKVILLE STATION AUTOMATICALLY SHUT DOWN ON HIGH MANIFOLD PRESSURE DURING DELIVERIES FROM THE NANTICOKE PUMP STATION TO THE OAKVILLE METER STATION. THE HIGH MANIFOLD PRESSURE OCCURRED WHEN THE SHIPPER ATTEMPTED TO SWITCH TANKS DURING THE DELIVERY. WITHIN ONE MINUTE OF THE OAKVILLE STATION SHUTTING DOWN, THE LINE CONTROLLER SHUT DOWN THE UNITS AT NANTICOKE. HOWEVER, WITHIN THAT TIME PERIOD, A COMBINATION OF LINE PACKING AND SURGE PRESSURES RESULTED IN AN OVERPRESSURE OF THE LINE BETWEEN HAMILTON JUNCTION AND OAKVILLE OF 16.5 PSI FOR APPROXIMATELY 5 SECONDS.  FOLLOWING THE PEAK PRESSURE, THE LINE WAS SHUT IN AT THE MAXIMUM OPERATING PRESSURE OF 1280 PSI UNTIL THE SHIPPER WAS ABLE TO RESUME DELIVERIES AND THE STATION WAS RE-OPENED. NO DAMAGE OR INJURIES OCCURRED. TRANS-NORTHERN WILL IMPOSE A PRESSURE LIMIT AT NANTICOKE PUMP STATION DURING DIRECT DELIVERIES TO OAKVILLE TO ENSURE THAT TRANSIENT PRESSURES WILL REMAIN WITHIN ALLOWABLE LIMITS. THIS MEASURE WILL REMAIN IN PLACE UNTIL AN ALTERNATIVE MEASURE IS IMPLEMENTED TO LIMIT PRESSURE IN THE HAMILTON-OAKVILLE SECTION.",False,False,False,0,True,0,True,0,0,False,False,3/1/2006,17:03:00,0,0
P06H0045,5,Incident,9/7/2006,12:40:00,British Columbia,Fort St. John,-120.85,56.25,Edmonton,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Milligan-Peejay,Gathering Line,0,Sour Gas,GAS,3rd Party / Other Company,Marginal Land,0,0,0,28.0,0.0,"THE ""O"" RING ON THE 10"" MILLIGAN PEEJAY RECEIVING BARREL WAS LEAKING. FIELD PERSONNEL ISOLATED AND DEPRESSURIZED THE RECEIVING BARREL. THE ""O"" RING WAS REPLACED THE FOLLOWING DAY AND THE BARREL WAS RETURNED TO SERVICE. SPECTRA DETERMINED THAT THE O-RING MATERIAL WAS TOO SOFT FOR THE SERVICE IT WAS IN. IN ADDITION, ALTHOUGH O-RINGS ARE MAINTAINED AND REPLACED BASED ON THE RESULTS OF VISUAL INSPECTIONS BY PIGGING CREWS, EVIDENCE OF DETERIORATION MAY HAVE BEEN MISSED.",False,False,True,Sour Gas,False,0,0,0,0,False,False,9/7/2006,17:45:00,0,0
P06H0046,5,Incident,9/4/2006,13:30:00,British Columbia,Chetwynd,0.0,0.0,Edmonton,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Mainline,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,Marginal Land,0,0,0,0.0,0.0,"AN ""O"" RING ON THE 12"" VENT STACK AT THE ISOLATION VALVE SITE AT KMP 19.5 WAS LEAKING. THE ""O"" RING WAS REPLACED.",False,False,True,Natural Gas,False,0,0,0,0,False,False,9/4/2006,18:30:00,0,0
P06H0047,5,Incident,9/13/2006,06:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Edmonton,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Fort Nelson Gas Plant,Gas Processing Plant,0,0,0,Other,OTHER,Employee / Contractor (Onsite),Station Property,0,0,0,3.0,0.0,"THE STEAM COIL USED FOR HEATING THE CONTENTS OF THE E/F RUNDOWN TANK DEVELOPED A LEAK. AS WELL, THE HIGH LEVEL SHUTDOWN ALARM FAILED ON THE E/F RUNDOWN TANK RESULTING IN A SPILL OF 10OO LITRES OF METHYLDIETHANOLAMINE (MDEA). THE SPILL WAS CONTAINED IN A CULVERT ON-SITE AND WAS VACUUMED UP. THE TANK WAS SHUT-IN.",False,False,True,Other,False,0,0,0,0,False,False,9/13/2006,18:25:00,0,0
P06H0048,5,Incident,9/14/2006,16:00:00,Ontario,Sarnia,-82.38333333,42.96666667,Sarnia,HEAD OFFICE,Bp Canada Energy Company,0,0,"8"" Lpg",Transmission Line,0,Liquefied Petroleum Gas,HVP,Employee / Contractor (Onsite),Marginal Land,0,0,0,0.0,0.0,"WHEN THE LINE WAS BEING RE-PRESSURED FOLLOWING SOME MAINTENANCE WORK, A MINOR LEAK WAS DETECTED ON THE VALVE STEM PACKING OF THE BALL VALVE ON THE 4"" RISER ON THE BLOCK VALVE AT THE ST. CLAIRE RIVER CROSSING. THE LINE WAS SHUT-IN AND BLED DOWN INTO A STORAGE CAVERN. THE LEAK STOPPED WHEN THE LINE REACHED 110 PSI. THE VALVES ON BOTH THE RISERS AT THE BLOCK VAVLE WILL BE REPLACED.",False,False,True,Liquefied Petroleum Gas,False,0,0,0,0,False,False,9/14/2006,22:54:00,0,0
P06H0049,5,Accident,9/14/2006,18:00:00,British Columbia,Charlie Lake,-120.95,56.28333333,Edmonton,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Booster Station 10,Compressor Station,0,0,0,0,0,Employee / Contractor (Onsite),Station Property,0,0,0,0.0,0.0,"AT 17:20 PDT, THE MCMAHON PLANT WAS SHUT DOWN DUE TO AN OPERATIONAL UPSET AT THE PLANT. THIS CAUSED A BUILD-UP OF PRESSURE AT BOOSTER STATION 10 (STODDARD BOOSTER STATION) AND RESULTED IN A ESD OF THE STATION. THE STATION AND COMPRESSOR PIPING WAS BLOWN DOWN TO FLARE. THE VEGETATION OUTSIDE THE BLACKENED AREA OF THE PIT CAUGHT ON FIRE. A FIRE HELICOPTER WAS DISPATCHED AND THE FIRE WAS EXTINGUISHED. THE PIT HAD BEEN BLACKENED THE PREVIOUS WEEK AND EXCEEDED PROVINCIAL STANDARDS. AT THE TIME OF THE FIRE, THE FIRE HAZARD IN THE AREA HAD BEEN RATED AS EXTREME.",True,False,False,0,False,0,True,0,0,False,False,9/14/2006,23:10:00,0,0
P06H0050,5,Incident,9/19/2006,07:00:00,Ontario,Hearst,-83.66666667,49.68333333,Winnipeg,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 86,Compressor Station,0,0,0,Natural Gas,GAS,SCADA,Station Property,0,0,0,0.0,0.0,"AN NPS 1/4 SENSING LINE ON THE FUEL GAS MANIFOLD FOR THE GAS GENERATOR HAD BROKEN, PROBABLY DUE TO VIBRATION, RESULTING IN THE RELEASE OF NATURAL GAS. PERSONNEL SHUT DOWN THE UNIT TO ISOLATE THE ESCAPING GAS. THE TUBING HAD BEEN INSTALLED DURING THE ORIGINAL CONSTRUCTION IN 1990. THE TUBING WAS TEMPORARILY REPLACED WITH RIGID TUBING AND WILL BE PERMANENTLY REPLACED WITH FLEX TUBING TO PREVENT A RECURRENCE.",False,False,True,Natural Gas,False,0,0,0,0,False,False,9/19/2006,17:34:00,0,0
